feature0,feature1,feature2,class
7.989272243,3.391176448,11.95326385,A
23.11584147,12.14104886,15.2229627,A
19.82427233,6.685510936,1.990663608,A
15.44506076,10.73852926,19.80418765,A
15.1536533,4.310452353,18.17794204,A
11.58573919,4.158633165,17.22939056,A
10.54607421,2.793284375,15.0271269,A
20.02219185,10.20693883,1.575436265,A
8.24692561,12.74907711,16.62967728,A
12.95174031,6.557616773,19.05905996,A
9.717329303,16.86446952,14.79806558,A
21.80974867,4.146691762,5.703664967,A
15.8216131,2.48013562,3.611866741,A
15.60910446,18.41408359,15.15637363,A
22.19988312,7.99204875,3.577831886,A
18.16222347,14.07201695,1.466627592,A
19.92210078,12.25870232,1.663815527,A
14.03060286,18.64486369,5.096413185,A
19.06711735,11.20741856,18.8759301,A
16.3745906,9.048452091,19.68133979,A
5.474231082,8.561916143,8.13772815,A
15.24637453,8.534085324,0.124576027,A
6.279323639,5.879322052,7.919237488,A
11.2690258,9.583933788,19.09670799,A
22.75036186,7.314300906,4.377086841,A
9.401453131,6.905300326,17.64519903,A
18.79323103,13.4196492,1.543221637,A
22.85152807,15.20278642,12.86543769,A
16.81318617,10.69138004,19.75065952,A
17.42178193,14.25836647,1.421752594,A
11.13903864,1.705274198,13.96738373,A
13.75038404,5.381987189,1.303462906,A
15.57124086,6.624325208,0.685132412,A
16.81657004,13.74016009,18.91068156,A
15.20416947,19.56132278,7.370514177,A
7.636267004,4.487363516,13.75220671,A
22.54023895,12.15746103,3.860692998,A
22.54938362,8.103242961,3.906290574,A
13.62498325,1.537373416,15.00138804,A
15.93831749,17.90037846,4.125310201,A
13.09828321,11.45591337,19.7063389,A
7.638661946,3.70144205,11.78113908,A
9.08253339,6.24310961,17.00617136,A
13.62389008,8.366251848,19.71728073,A
22.98730136,4.187561937,11.31536774,A
14.11874027,13.66156519,0.801935742,A
22.87322258,4.366004041,7.852459973,A
11.9237162,14.53072869,1.691400239,A
15.4335137,3.803276654,2.267548977,A
7.371620643,9.422206554,3.783809142,A
15.2177731,9.969838913,19.94560039,A
19.62095516,15.91266662,16.46907949,A
8.218314133,11.8713082,3.007345937,A
16.13012996,10.17767714,19.9298192,A
19.92774689,7.006494683,1.909582733,A
15.63887114,16.64683544,17.38616919,A
13.15932906,17.35645186,3.605385663,A
15.96498883,10.37147702,19.88199518,A
5.817944951,7.836063813,13.00593293,A
17.13970912,10.57065189,0.437565503,A
7.423402799,12.81591767,15.73142637,A
13.8620726,16.76038113,17.18299621,A
24.41338343,11.43714515,12.72349971,A
14.39018742,7.908939311,0.330445235,A
7.870789243,13.33572537,4.031467663,A
20.14871466,17.6405348,6.455693852,A
16.45159725,16.22450662,2.529662207,A
21.49486293,5.024721441,15.65311633,A
13.54242345,10.57048826,0.132764978,A
15.03405466,3.422368715,17.37385772,A
14.72110057,3.930835928,17.8644066,A
12.88107515,18.14717017,4.680864006,A
13.1860108,13.14868322,0.688444253,A
11.664196,14.0390066,18.44042407,A
13.98301859,9.384031515,19.91790069,A
21.33682536,3.785872515,14.23257261,A
10.08869804,13.92935958,17.59450185,A
10.04041262,5.306871725,2.822934771,A
17.17629742,2.85570832,3.608543312,A
6.997309874,4.814535999,7.721597298,A
13.1255863,19.28215786,12.99535981,A
12.56312698,0.930488917,6.625257375,A
6.676441405,14.81570214,12.00163241,A
12.82127219,6.414015259,1.035208062,A
17.73107324,0.919921645,12.85557722,A
11.10105556,10.0958858,19.11950508,A
13.74803946,3.09505737,3.001708528,A
23.02956054,10.41347212,4.195428431,A
20.86875847,1.981130395,10.80784136,A
10.29634934,4.492365075,3.235667669,A
18.54977156,9.919122851,0.711152547,A
22.80898939,11.22670314,3.896613206,A
17.32390105,3.681300625,17.34711665,A
20.69048647,5.451584547,16.72728534,A
12.37107834,11.47986892,19.39954438,A
13.70857475,11.78450719,0.442438716,A
15.58724904,19.72612147,8.53105121,A
21.18492234,15.09813301,15.91258745,A
21.84209786,4.582823791,5.409912064,A
10.34045537,9.92927599,18.80201284,A
13.64183879,13.43949227,19.13912552,A
14.67798159,8.316245384,0.176398712,A
18.29277478,10.97303984,0.73029574,A
6.082890407,6.214767737,11.96316254,A
12.67826361,13.31822485,18.9990949,A
7.680194172,12.93579683,4.020750455,A
19.61679273,6.277907251,2.074559369,A
22.84562009,15.67228366,7.634155842,A
14.42602197,8.707662182,0.105918675,A
15.78559797,11.93464363,0.38099613,A
16.69308299,9.46380069,19.75576305,A
23.71325103,9.893716412,5.389459668,A
15.59916731,11.85941491,19.77722315,A
12.26586345,11.62041997,19.45534449,A
18.37493083,7.914393919,0.898582675,A
11.97828748,0.86489221,12.22988506,A
10.33880119,15.7514558,16.53206722,A
14.5533952,4.233667839,18.03809439,A
11.6075288,3.658168195,3.202330731,A
9.111429017,3.57810785,5.492798189,A
18.37680211,3.817330198,16.95058683,A
19.64354435,1.509411359,11.98867691,A
15.08184924,2.852095514,16.79244182,A
18.9743476,16.54428773,16.33221414,A
11.4962627,10.15195489,0.674294026,A
16.78882669,9.07293821,19.74366807,A
9.352150402,18.01936697,9.39617849,A
23.92720414,10.99713477,5.883902071,A
22.76118229,11.77162292,15.83415785,A
14.78866547,15.71053621,1.92697533,A
14.05432445,9.511390582,19.88620027,A
19.08174198,4.862690188,2.495858814,A
9.488119507,15.58347701,15.90422852,A
18.36676021,14.69222314,1.90376699,A
11.35241497,4.589103725,2.468483314,A
15.44985753,19.27568653,13.35619831,A
19.84177053,1.435700352,8.541271391,A
14.66444936,10.08914292,0.013194835,A
19.71010537,1.258283048,10.29316509,A
17.42398515,0.458207886,9.348902252,A
14.62899884,10.40670824,19.85580022,A
22.08013125,16.52312218,12.41438539,A
21.41255286,10.29172287,17.50302657,A
12.54199039,15.27297613,1.923376182,A
14.36279887,16.8108984,2.784022508,A
20.14110928,3.990363402,15.9749942,A
5.298904298,10.38727165,8.337478351,A
16.13230978,13.34364219,19.31459741,A
14.93449287,5.247301406,18.67681926,A
5.436135918,7.473052639,10.32100592,A
24.58960683,9.89634159,7.348430121,A
15.42768827,18.65315974,5.102858816,A
15.4148115,10.13962914,0.079905816,A
16.24217773,10.76742445,0.144347341,A
16.00018451,17.85815556,4.109609319,A
8.175448698,4.387485409,5.680239827,A
24.66629676,7.545095658,10.47488198,A
6.852260735,4.97217034,12.33541672,A
14.87467469,8.814847142,19.74352266,A
18.45341235,1.543405013,6.123020997,A
7.640413405,15.88050931,13.18156891,A
17.10650669,13.08988185,0.875524895,A
21.65451996,13.85840977,3.647252623,A
18.52641984,11.51887907,19.13344623,A
20.2489825,4.939989549,16.74163709,A
14.54754757,0.990824844,5.956178428,A
15.10971147,11.8500974,19.774317,A
19.23864653,13.05393666,18.32362373,A
17.46939923,1.26990686,14.07983669,A
14.47909607,9.095073656,0.102396399,A
6.249436345,10.70072112,14.52614647,A
8.522662085,9.107917403,17.45086817,A
10.47018587,3.602388705,3.985156389,A
15.65028017,5.767978416,0.978638486,A
9.515507497,2.03574335,12.09529735,A
16.85442815,4.119478433,2.248010502,A
17.90446905,13.58109217,1.345476616,A
13.40739153,14.55896512,1.381846652,A
15.0012872,9.882863042,0.088933973,A
14.50540833,8.14982346,0.356057709,A
8.244061622,10.86142658,2.851403454,A
15.39882083,14.61487068,1.262468584,A
13.15592432,9.805029042,19.774792,A
17.19467281,14.24787756,1.27216685,A
6.038872935,5.781067081,8.688098113,A
21.95512466,11.44064146,16.91709719,A
16.34226568,16.82141936,2.924039576,A
17.50935891,3.699268361,2.71020435,A
15.08159229,10.621548,19.92943362,A
15.24020041,13.16379374,19.29498228,A
11.69805484,12.82592042,1.186092017,A
6.008365422,13.07599784,7.48955061,A
7.37259441,6.277907384,15.11356783,A
20.56293548,11.45112849,1.919186838,A
16.14896811,3.354258433,2.670157627,A
13.18599782,6.766566381,0.900213535,A
11.51296495,0.838248818,9.923107551,A
14.06054853,11.92413216,19.69408032,A
21.44701557,4.470470804,5.01689529,A
9.553511169,2.365833365,6.61119939,A
14.1723528,10.24179328,0.155965429,A
22.14726591,9.648886577,3.138760244,A
21.99298829,14.07811158,4.288019966,A
15.08625202,9.847298571,0.048948284,A
10.39621695,10.27803276,1.294714214,A
16.90186922,7.565279889,0.573696663,A
17.34184796,16.65101054,3.006669095,A
14.54535711,9.597197697,0.074526005,A
12.47500211,0.447078084,9.412762325,A
13.57204369,2.973304825,16.79214383,A
13.68386841,17.27154413,16.68146013,A
15.74747477,8.806419907,0.298922144,A
5.547710219,7.553410002,8.658065057,A
8.637310521,9.609724999,17.64600271,A
19.51695638,7.439304339,18.32867249,A
18.14679361,10.80976365,19.41775012,A
10.63891941,6.043681166,17.86489582,A
6.507459508,13.16124775,6.121740837,A
16.56937068,8.100720934,19.65555086,A
17.69323574,1.162512514,13.52940459,A
13.47251947,8.735921025,0.223837268,A
8.192589298,7.297766452,3.273925868,A
19.52661859,5.357086586,17.43761783,A
11.07632288,1.033715313,9.053383485,A
20.89132756,17.33883857,12.90806763,A
16.48066438,10.83824362,0.203068387,A
15.28076244,6.150375606,0.844189894,A
16.55868301,13.62902579,1.008365173,A
21.6942507,14.55838263,15.53911116,A
7.206208761,5.685878552,5.697887259,A
14.12488782,14.46118481,1.1877395,A
13.4325147,16.95935178,16.88255718,A
10.20624831,6.79782729,18.02559717,A
14.23838763,19.59236168,7.475714849,A
12.38343381,7.148095471,0.947671248,A
24.69619221,8.678571198,11.61451135,A
24.41243669,9.350289536,13.19315992,A
14.95272983,8.947914314,0.18213547,A
22.95736472,15.16379484,7.379367259,A
14.7797989,3.330535481,2.655060403,A
12.14078592,1.163692014,13.66737524,A
8.171407348,17.18007678,10.45639901,A
6.322390939,10.68241319,14.81385146,A
15.9882287,4.413221735,18.0821995,A
14.08119064,6.152189925,1.013851177,A
21.00238239,17.77638858,10.33742607,A
19.47857123,15.91956883,16.45680773,A
20.09407096,4.889732488,3.23994498,A
13.63184723,15.1967367,1.620985153,A
15.78796856,19.805938,10.75600906,A
9.216670524,14.42045051,16.66965764,A
8.802697761,8.022925707,17.46467849,A
7.625976957,15.64473168,6.433415275,A
9.05741988,6.199030097,16.94432459,A
17.35751629,4.25970891,17.72006129,A
17.1751228,19.71153798,10.67748182,A
7.299291888,10.24418675,16.07511815,A
11.06129568,14.43579279,17.92459247,A
22.31226699,4.050042715,12.8884999,A
13.76667062,16.58350339,17.3120352,A
20.11539922,10.73294118,18.37673298,A
19.59169742,9.625478395,1.220659093,A
13.97916134,4.115948152,17.89589524,A
13.19868947,10.0232041,19.80989523,A
22.92146185,4.736238539,7.177681453,A
11.72950385,11.58583468,19.27314701,A
14.92188787,2.345327127,16.21919734,A
8.913091262,3.294161704,14.08907383,A
12.08341373,10.42210233,0.468302192,A
13.26204055,15.75354391,2.203213827,A
10.21658799,2.805939065,5.295035615,A
11.15954136,11.05797455,0.968295071,A
14.19183035,15.64961591,17.99722105,A
16.9701911,0.994171476,6.492387002,A
11.93816387,5.563582378,18.23115152,A
18.27692288,10.84434298,0.626479916,A
21.52172097,6.825476115,3.283104482,A
18.04625448,9.966222769,19.46151134,A
8.132668866,15.16790968,14.79365138,A
8.692017155,11.29493518,17.47827711,A
10.27194941,10.70579192,1.369071215,A
20.56052316,9.457147717,1.790824806,A
14.24451806,6.722366298,0.76229867,A
11.26081129,18.99549438,11.52301786,A
11.04120599,6.867881693,18.53690695,A
7.061402894,4.237644261,9.175101618,A
6.216712569,14.44186495,11.64125097,A
14.39845525,10.77476481,19.87925743,A
9.560440592,2.503296785,13.29707035,A
6.98371608,15.04000918,12.80558338,A
22.80587757,9.287809989,4.039864741,A
13.77725681,6.889414906,19.27915248,A
18.05398031,11.99170724,0.829412304,A
7.95859724,12.97711665,16.27224023,A
14.10442809,10.43988167,19.81486,A
16.88783559,9.131384121,0.337829985,A
8.074312472,2.917810029,10.64282016,A
8.823761425,14.21311419,16.50411827,A
11.7293743,4.716755635,17.76452162,A
9.614506047,11.66456357,18.04838428,A
17.49729705,9.580274984,0.492544271,A
17.16039974,5.649056262,18.63718604,A
12.98838609,13.55766315,19.08309179,A
10.47195905,7.094423108,1.748207055,A
19.98357757,13.58182129,2.287903253,A
22.13384416,16.61227585,8.052517854,A
15.12711671,9.359878108,19.96070194,A
10.68389667,4.768839155,2.817372291,A
11.77661892,0.604221786,10.20884083,A
19.38187178,3.000938163,15.45767887,A
11.6405245,6.525057164,18.69406035,A
15.10596231,13.48287913,19.34364431,A
13.55560397,7.507923362,19.54716287,A
5.36201493,11.83423845,10.73903498,A
13.6284074,6.379214515,19.13389265,A
15.12638764,10.24575276,19.9926964,A
10.94131019,9.802728255,1.005126914,A
7.846350691,9.184474779,3.112684852,A
12.03653496,2.738679333,15.93233364,A
16.15031405,7.740473943,0.363643457,A
12.4248785,5.860616209,1.427880092,A
15.01012675,3.080897924,17.11757351,A
12.02173008,10.93511814,19.3607851,A
13.51303175,5.68459001,18.72580844,A
11.25618643,1.066706751,12.32277237,A
24.22132021,8.345645229,6.942460237,A
14.17062432,18.87733498,14.16793717,A
10.93866578,11.46556208,1.14483386,A
14.25788163,1.576985605,4.818308841,A
10.47841444,4.289616116,16.65264866,A
11.64260667,13.9221607,18.42914883,A
6.346059953,6.58025226,13.49378958,A
14.21601595,9.97580254,0.120044302,A
16.48569105,14.21968184,1.115272832,A
20.05671189,13.72128326,17.6790311,A
14.44165981,3.847328547,17.78045044,A
16.41763919,7.343785074,0.519795269,A
5.318249479,11.96095605,9.9988187,A
12.91225089,0.553522927,7.514720928,A
8.561606427,5.602430607,4.005938706,A
9.582692809,18.16843458,11.10360063,A
20.20916081,7.252930762,18.04367714,A
17.34139857,9.705938543,19.57837306,A
13.02013549,8.836136729,19.72802002,A
17.74295853,2.06880748,15.24228687,A
13.88924581,12.663564,19.37493537,A
14.31842041,9.356088264,19.92165411,A
18.51124385,7.382477279,1.158090649,A
14.92568419,19.62770582,8.067493305,A
19.19662797,1.25975832,7.985493959,A
18.4508157,9.718979634,19.31158457,A
11.484385,16.12208934,16.95703953,A
21.44724314,10.70648728,2.497826079,A
11.52443306,12.01544012,19.09704233,A
10.04052741,5.160599045,17.00407356,A
22.12094289,3.143250169,9.74497758,A
23.95516243,7.12231141,13.22744276,A
12.48708621,6.759993688,19.02965077,A
24.40218109,6.900741437,10.58785957,A
15.09867993,6.22652942,19.1716545,A
11.23878768,14.21011494,18.10797964,A
17.51181638,9.763802544,19.54328424,A
21.97157882,12.32206195,16.62001862,A
13.31975378,12.72461691,0.680529656,A
15.878387,19.48196599,7.234401892,A
19.43759601,18.43217878,12.65744345,A
6.075356268,5.907835406,11.60384313,A
19.11100721,15.44027526,2.862319918,A
16.54089677,7.484411068,19.49356787,A
13.9424694,19.01288428,5.990644869,A
10.78180795,10.99870031,1.116340283,A
17.2805309,18.56846702,14.46595315,A
20.156763,16.1788783,15.76879951,A
14.91569558,9.632989735,19.93742121,A
12.30563329,11.82074376,19.24856159,A
24.4803633,12.48569916,11.61902348,A
15.95787093,9.501089052,0.255031057,A
22.8772537,10.38413241,4.098621857,A
14.63215451,10.44508942,19.80790248,A
9.808690161,11.11345871,18.36015092,A
14.61320333,8.079498411,0.280858626,A
10.38800209,3.269683711,4.367768937,A
12.70006657,11.98414348,19.41492981,A
14.31060292,9.874645459,19.93645889,A
